alpha	beta
-256738409	38232248
-256079512	210122402
-256065131	103168274
-255961322	149262008
-255821446	216967928
-255471313	59807624
-255333595	327581096
-254939176	56668388
-254802040	227096996
-254756372	83409080
-254672402	155485436
-254548720	308970284
-254535836	70683242
-254396633	306826412
-254236976	326884496
-254035414	232354544
-254019901	16313414
-253669609	279845582
-253637074	161243528
-253525999	213235898
-253238135	321732428
-252982328	178526462
-252792929	190646600
-252257699	105223352
-252075260	303658646
-251996018	80956634
-251967035	239289386
-251752951	229377092
-251662132	324718934
-251440996	8651588
-251259427	217736672
-250879366	22211780
-250827776	122080712
-250583995	182737814
-250274764	296299472
-250203166	342003272
-249998585	368326724
-249870922	4930916
-249675353	336687368
-249141892	68433890
-248556614	170833532
-248252975	275543078
-248235080	213663074
-248015708	14594090
-246747161	151547180
-246715682	278862746
-246350270	270864464
-246264475	285836
-245583955	168274724
-245350264	199128074
-244981564	304409192
-244935895	106478960
-244315292	253040972
-243898345	333482882
-243616243	357305576
-243546517	313287854
-242219206	236457554
-242170904	65219450
-242163145	176099774
-242009108	142406762
-241869476	97913390
-241007674	187202498
-240438067	341847914
-240381050	163068512
-240335138	312491984
-240143891	172365944
-240018400	300913628
-238929943	73706414
-238917500	235802624
-238768205	259067984
-238747849	226823270
-238547510	24371636
-238315663	104816930
-237686699	74043356
-237642214	370622462
-236178788	367000232
-235844653	241959326
-235685449	74235974
-235222015	273091640
-234765338	198697316
-234415951	373151120
-234322075	111624350
-233923120	308009174
-233836646	291146054
-233604647	170527478
-233521979	363458462
-233395729	153283244
-233381342	246531542
-233286679	252459878
-233259941	135062510
-233246642	284666234
-233081309	334539212
-233066162	81145688
-232960594	285113516
-232937261	327294572
-232731497	303164780
-232518736	211123490
-232311203	15345464
-232211326	160038248
-232011106	135734360
-231841930	86678204
-231549326	337778978
-230941513	371274980
-230835892	178745846
-230606150	327996410
-230515702	86222876
-230471531	154483052
-230312863	316553432
-229858672	179514410
-229258982	333174002
-229183937	61564208
-229034299	75208154
-228916888	177179828
-228278657	362426558
-228228251	216188888
-227979164	96064106
-227880673	239065088
-227492252	200555006
-227417737	75500726
-227282806	142764908
-227230307	203752022
-227148443	103108370
-226606789	379430060
-226092938	80172554
-225951209	216200588
-225877211	263821766
-225823807	26367620
-225312434	22180982
-225134324	226408784
-225018644	58157348
-224948435	366232478
-224595217	269595950
-223979905	266762264
-223729565	282248492
-223693243	149785124
-223523479	15118880
-223471277	115556306
-223402750	162626594
-223159739	106431980
-222853678	336664706
-222832081	260030120
-222547046	284008928
-222496730	70956212
-222282695	118238612
-222026960	296457944
-221658925	378062672
-220513187	78122624
-220342177	248058572
-220184927	47953976
-220151816	177659222
-220108796	356128628
-219627154	379947722
-219616010	110598404
-219522668	324746078
-219520051	311202392
-218827283	213077426
-218761747	199637168
-218579915	96022184
-218042537	90219758
-217884842	241823966
-217830088	361591052
-217484950	60737180
-217394015	73063508
-217151998	71920742
-217125715	359105666
-216170959	251255318
-216099686	242392208
-215863049	266322038
-215837354	338457740
-215831020	165369254
-215315822	57332714
-215155400	355562132
-214847015	289491350
-214771045	275954450
-214001000	234650012
-213788242	374604962
-213540929	97525292
-213478991	184111556
-213259774	299223410
-212959948	92101262
-212737843	350506328
-212702423	30779744
-212670554	21573554
-212380676	38981966
-212123219	41601938
-212122105	191745302
-211931378	26688308
-211719901	95471078
-211589018	140634950
-211429537	203983700
-210677422	54725630
-210577726	155412608
-209723051	272849378
-209268683	323995658
-209152315	197782340
-208205006	312698372
-208170407	354802172
-208046893	303888632
-207898360	386746070
-207780352	35598830
-207713740	218730038
-207560128	23735732
-207543901	337017542
-207281359	131274716
-207146609	211988336
-206209238	203459144
-206153807	104094770
-206120360	55931288
-206088362	71902274
-206076701	235039766
-205699919	83690996
-205639255	279646664
-205444964	376163834
-205277837	168843506
-204927218	263582402
-204871343	328393364
-204267425	222919520
-203642371	235102730
-203296082	128966342
-203004118	124301246
-202573096	286007900
-202505405	187497194
-202186450	140690102
-202179610	160875752
-202141135	293738792
-202105454	6466298
-201998803	209884766
-201718693	358599920
-201526757	220897148
-201482236	86065178
-201234038	233838158
-201209618	146263892
-201183937	293847350
-201155998	248517896
-200703577	221752688
-200302928	163927310
-199659143	71764934
-199530851	214335122
-199482263	262484420
-199400572	335969906
-199315148	286967570
-198644098	172053428
-198378850	138961274
-198115466	21126128
-197510509	301554302
-197444173	233265884
-197273233	115617254
-197216591	360357728
-196649071	296058722
-196644649	2121422
-196535750	141636542
-196337777	38308802
-196247896	229593866
-196235843	322748348
-196033051	285888218
-196017019	140381708
-195804599	161324060
-195786691	107312702
-195737644	67772372
-195677128	55773680
-195472546	214858166
-195384122	158037764
-195271619	144761468
-195229526	131489690
-195088715	274868672
-195084934	147110630
-194979179	279755996
-194871637	223813436
-194669329	112304048
-194619160	48186932
-194526001	297866552
-194335196	363858818
-194220407	288684104
-193986110	76679600
-193894288	350179268
-193173937	73118552
-192859096	186915272
-192574669	359886092
-192395837	277125080
-192188770	163885550
-192054220	294871712
-191951605	95196740
-191449454	140188334
-191005624	276930122
-190609210	253678478
-190027441	273926300
-189495707	122415944
-189457678	301306190
-189224411	348079334
-189180041	297053528
-189122246	251321324
-189037259	186489014
-188998336	184389170
-188848841	203738270
-188338799	304280636
-188018020	320207162
-187663079	86329418
-187543891	29151572
-187365134	265103798
-187345492	11636366
-187074053	366547784
-186931859	221344124
-186204197	390627842
-185722931	116429900
-185508578	55429898
-185191577	365814590
-185161045	313381670
-185128882	265704782
-184939301	25245014
-184638575	226649822
-184444490	186650762
-184342076	365390852
-184164997	356187218
-184038904	191952500
-184001380	238262792
-183977362	290063372
-183908372	99505508
-183474700	200063984
-182928301	357175454
-182557327	330469304
-182524871	375637046
-182248937	283995896
-182105083	188493620
-181254136	351346568
-180840695	146798510
-180551380	88966040
-180287923	310145144
-179833690	239877896
-179470127	371936912
-179159137	276693980
-179033075	329069012
-178886315	88608434
-178213094	104806688
-178124023	356471708
-177288160	237764372
-176359807	32052290
-176317993	25907720
-176165240	17835386
-176086804	223197854
-175525145	396036320
-175243369	265981154
-175059529	13994456
-174835520	16005020
-174743989	282066818
-174632048	76871606
-174602911	297770846
-174533176	207109634
-174203756	116669732
-174132001	227935310
-174125516	106405934
-173626918	360610178
-173185685	6700496
-173142958	127555016
-172497445	233179286
-172420660	275177084
-172369819	388642226
-172021153	343808258
-171913940	326258546
-171910181	403705328
-171838349	64177862
-171789788	192618410
-171681175	336612254
-171610447	30166736
-171572660	247716428
-171448195	178106810
-171286790	265256942
-171197783	600296
-170990995	252028778
-170966446	80673692
-170888126	188562632
-170602307	153554810
-170365277	97369862
-170327161	21632972
-169927846	59426132
-169550356	307604822
-168796441	140681048
-168524591	360111704
-167995231	73284512
-167970100	353436368
-167624380	130509788
-167570972	57043022
-167483528	65687378
-167115505	82187924
-166880258	186437192
-166480004	264338222
-166430261	30796628
-166319635	145147766
-166300595	292541900
-166120270	358555838
-165610261	123818054
-165595643	298156784
-165230768	108314726
-164370410	130509824
-164116393	241185272
-164100694	271681052
-164091778	12788330
-163820500	218851718
-163766149	214507814
-163598021	195966608
-163433539	242550716
-163379587	55495976
-163213514	383584064
-163190581	245269688
-163082690	298235696
-163061975	41711108
-162898460	213967418
-162797434	348093590
-162543746	302103320
-162244921	197186288
-162214457	130541000
-161239468	24101348
-161091526	213661904
-161069771	104427536
-160877432	59951696
-160775465	75802478
-160718632	116555648
-160639378	99098708
-160601285	178709342
-160301495	313666952
-159678392	236242958
-159480184	71631464
-159253171	268945322
-159039275	182700212
-158950114	11486786
-158904242	194239310
-158798780	400923896
-158635289	122405450
-158613958	170597534
-158461903	266477918
-158383289	193697870
-158382257	148898966
-158199821	173233742
-157047785	179536352
-156986573	87482066
-156299435	110314778
-156255224	353017886
-155967878	163832576
-155801516	40039988
-155776349	387127922
-155735266	29001668
-155434955	132551222
-155303552	116490524
-155213708	186996632
-154827617	313082132
-154736110	266745344
-154120735	2174468
-154105315	348299636
-153826885	306648428
-153528374	251177378
-153267157	370228028
-153102113	12427250
-152897924	56379686
-152874061	176111924
-152596999	314945258
-152361377	395441978
-152093489	169585106
-152033110	283149392
-151883461	102584804
-151701118	188486150
-151694008	367356344
-151673482	1546502
-151572962	273524468
-151431815	82621868
-150987238	154350518
-150811958	98403260
-150485741	94116974
-150464299	377350520
-149562035	320121050
-149518931	254664536
-149121634	693176
-149055562	406279436
-149049416	187375550
-149024947	384534410
-147688502	101791526
-147663148	232130570
-147282152	232510658
-146734844	354652484
-146447737	232884212
-146424194	81432284
-145977605	371046938
-145935370	141602054
-145918564	363310556
-145711718	200314760
-145705591	320262818
-145490353	392281610
-145450376	371198894
-145403714	25859048
-145297190	240058022
-145219150	253252094
-144542959	53065202
-144496318	185603036
-144232081	288553730
-144042883	223024064
-143975098	286801520
-143805292	141950480
-143582849	139212158
-143572244	408864254
-143150681	257341136
-142496816	59469044
-142378046	183164720
-142301059	126436478
-142229435	229818416
-141920708	128743268
-141897851	110999984
-141854423	411484550
-141503798	136313312
-141175844	266064386
-140835950	380104718
-140336072	340126412
-140213404	6119366
-139964362	280524830
-139934161	326572304
-139713839	174094016
-139492202	83045120
-139419017	349954052
-139370338	99170258
-139115020	68982548
-138804275	7674782
-138426808	26408984
-137843071	300434144
-137766011	27837356
-137662898	142214828
-137645284	226236110
-137535028	158006714
-137265277	127498676
-137037763	218728994
-136914148	163529456
-136813300	141145808
-136531175	104378990
-136462636	265424900
-136291993	140165150
-136266031	352219910
-136264721	362651846
-136113925	308762150
-136064216	14711072
-135923084	353520986
-135786962	384473192
-135600247	182921090
-135551887	69597770
-135376936	398473754
-135239408	35992598
-134638633	326396246
-134618521	75010280
-134510240	87278000
-134323358	261721112
-134298727	135143618
-134265607	66433190
-134261353	241362014
-134214344	3115094
-134168980	315108464
-134086199	276115820
-133776709	243418136
-133365769	132928628
-133343701	231896480
-133197425	387988196
-132892786	125375396
-132629485	364117928
-132190922	342937508
-131421484	88414088
-131118997	171043376
-131030983	290026382
-130662329	252863996
-130649903	57044048
-130370759	224545838
-130349927	87939158
-130341470	256838810
-130225289	351371678
-130173425	294084500
-129723697	152919230
-129499196	273603362
-128895086	26745872
-128718962	287685698
-128590664	196592072
-128359840	333710132
-128309774	384737738
-128225536	39728930
-128055770	110554916
-127811023	346468244
-127760792	262893524
-127651894	225697316
-127168318	148035992
-127131424	147783362
-126855701	370541282
-126829345	37001012
-126820570	100996556
-126799865	286905866
-126641858	265853714
-126566731	121660700
-126432311	182067332
-126155665	120254990
-126140815	241632572
-125825212	414041828
-125770747	306766976
-125764945	231315836
-125296588	49583660
-125227568	219846128
-124880207	351159170
-124697333	277027304
-124627364	348901826
-124592669	428676008
-124228201	92739506
-123762299	276408770
-123493373	60090818
-123300208	195803186
-123233330	4040240
-123151387	263606324
-122857055	226680962
-122523763	95978732
-122391955	13302428
-122022626	107224664
-121749394	257089838
-121397062	38371964
-121163683	192488738
-121107449	282654716
-120918860	189262058
-120619864	433185170
-120475814	351098852
-120371609	163628960
-120160892	252804308
-120143464	187305692
-119956819	298351274
-118963349	189397040
-118808842	212248328
-118733762	3114680
-118460870	13853930
-118357888	44624912
-118290028	137490062
-117853343	333053096
-117413369	113652266
-117412694	42670346
-117071761	368625902
-116976112	204762254
-116415017	416348474
-116015849	378246722
